id,pond_id,total_seed,started_at,finished_at,area,size,berat,id2,harvested_at,status,,,,,,
17609,36828,311922,11/15/2022 0:00,2/9/2023 0:00,706.5,192,25,15694,1/8/2023,Partial,,,,,,
17609,36828,311922,11/15/2022 0:00,2/9/2023 0:00,706.5,192,0.66,15764,1/8/2023,Partial,,,,,,
17609,36828,311922,11/15/2022 0:00,2/9/2023 0:00,706.5,102,599.68,15809,1/16/2023,Partial,,,,,,
17609,36828,311922,11/15/2022 0:00,2/9/2023 0:00,706.5,102,547.88,15859,1/16/2023,Partial,,,,,,
17609,36828,311922,11/15/2022 0:00,2/9/2023 0:00,706.5,180,50,15972,1/17/2023,Partial,,,,,,
17609,36828,311922,11/15/2022 0:00,2/9/2023 0:00,706.5,180,1.8,15984,1/17/2023,Partial,,,,,,
17609,36828,311922,11/15/2022 0:00,2/9/2023 0:00,706.5,73.1,267.62,16185,2/3/2023,Partial,,,,,,
17609,36828,311922,11/15/2022 0:00,2/9/2023 0:00,706.5,73.1,9.92,16186,2/3/2023,Partial,,,,,,
17609,36828,311922,11/15/2022 0:00,2/9/2023 0:00,706.5,175,5.04,16204,2/3/2023,Partial,,,,,,
17609,36828,311922,11/15/2022 0:00,2/9/2023 0:00,706.5,72.4,954.24,16284,2/9/2023,Full,,,,,,
17609,36828,311922,11/15/2022 0:00,2/9/2023 0:00,706.5,72.4,13.66,16285,2/9/2023,Full,,,,,,
17609,36828,311922,11/15/2022 0:00,2/9/2023 0:00,706.5,190,28.26,16300,2/9/2023,Full,,,,,,
17609,36828,311922,11/15/2022 0:00,2/9/2023 0:00,706.5,190,0.34,16311,2/9/2023,Full,,,,,,
17609,36828,311922,11/15/2022 0:00,2/9/2023 0:00,706.5,190,3.5,16312,2/9/2023,Full,,,,,,
20857,32196,100000,6/24/2022 0:00,8/27/2022 0:00,960,71,108.78,12909,8/27/2022,Full,,,,,,
19313,8,96000,8/25/2022 0:00,10/15/2022 0:00,1600.5,98,226.4,13777,10/15/2022,Full,,,,,,
19313,8,96000,8/25/2022 0:00,10/15/2022 0:00,1600.5,140,48.05,13778,10/15/2022,Full,,,,,,
19313,8,96000,8/25/2022 0:00,10/15/2022 0:00,1600.5,120,3,13779,10/15/2022,Full,,,,,,
19313,8,96000,8/25/2022 0:00,10/15/2022 0:00,1600.5,120,7.5,13780,10/15/2022,Full,,,,,,
14577,16048,39667,3/6/2022 0:00,6/12/2022 0:00,1092,365.5,0.2,10437,4/9/2022,Partial,,,,,,
14577,16048,39667,3/6/2022 0:00,6/12/2022 0:00,1092,173,1.66,10438,4/16/2022,Partial,,,,,,
14577,16048,39667,3/6/2022 0:00,6/12/2022 0:00,1092,127.2,0.98,10439,4/23/2022,Partial,,,,,,
14577,16048,39667,3/6/2022 0:00,6/12/2022 0:00,1092,38,1013,11027,6/12/2022,Full,,,,,,
17749,8,180000,1/7/2023 0:00,4/11/2023 0:00,1601,179,0.8,16828,2/27/2023,Partial,,,,,,
17749,8,180000,1/7/2023 0:00,4/11/2023 0:00,1601,103,2.09,16834,3/13/2023,Partial,,,,,,
17749,8,180000,1/7/2023 0:00,4/11/2023 0:00,1601,66,2.86,17084,3/27/2023,Partial,,,,,,
17749,8,180000,1/7/2023 0:00,4/11/2023 0:00,1601,79,2.13,17089,3/20/2023,Partial,,,,,,
17749,8,180000,1/7/2023 0:00,4/11/2023 0:00,1601,130,1.38,17292,3/6/2023,Partial,,,,,,
17749,8,180000,1/7/2023 0:00,4/11/2023 0:00,1601,65,2.47,17295,4/3/2023,Partial,,,,,,
17749,8,180000,1/7/2023 0:00,4/11/2023 0:00,1601,60,2.65,17298,4/9/2023,Partial,,,,,,
17749,8,180000,1/7/2023 0:00,4/11/2023 0:00,1601,62,927.1,17299,4/11/2023,Full,,,,,,
17749,8,180000,1/7/2023 0:00,4/11/2023 0:00,1601,95,57.15,17302,4/11/2023,Full,,,,,,
17749,8,180000,1/7/2023 0:00,4/11/2023 0:00,1601,70,16,17307,4/11/2023,Full,,,,,,
20949,32309,250000,4/6/2022 0:00,7/1/2022 0:00,1024,40,5000,13059,7/1/2022,Full,,,,,,
15775,19189,681206,3/7/2022 0:00,5/24/2022 0:00,3638,124,1.22,10430,4/24/2022,Partial,,,,,,
15775,19189,681206,3/7/2022 0:00,5/24/2022 0:00,3638,126.58,0.86,10431,4/24/2022,Partial,,,,,,
15775,19189,681206,3/7/2022 0:00,5/24/2022 0:00,3638,265.5,0.29,10449,4/10/2022,Partial,,,,,,
15775,19189,681206,3/7/2022 0:00,5/24/2022 0:00,3638,158.6,1.47,10450,4/17/2022,Partial,,,,,,
15775,19189,681206,3/7/2022 0:00,5/24/2022 0:00,3638,100.4,962.4,10663,5/4/2022,Partial,,,,,,
15775,19189,681206,3/7/2022 0:00,5/24/2022 0:00,3638,70,1398.95,10811,5/17/2022,Partial,,,,,,
15775,19189,681206,3/7/2022 0:00,5/24/2022 0:00,3638,61,4257,10812,5/24/2022,Full,,,,,,
12348,13250,200000,11/29/2022 0:00,3/9/2023 0:00,2110,95.8,753.4,16024,1/28/2023,Partial,,,,,,
12348,13250,200000,11/29/2022 0:00,3/9/2023 0:00,2110,95.8,15,16025,1/28/2023,Partial,,,,,,
12348,13250,200000,11/29/2022 0:00,3/9/2023 0:00,2110,57,893.58,16377,2/16/2023,Partial,,,,,,
12348,13250,200000,11/29/2022 0:00,3/9/2023 0:00,2110,39,1700.7,16616,3/9/2023,Full,,,,,,
12348,13250,200000,11/29/2022 0:00,3/9/2023 0:00,2110,39,92.4,16617,3/9/2023,Full,,,,,,
12864,16050,382888,3/9/2022 0:00,5/16/2022 0:00,1713,116.4,0.86,10428,4/26/2022,Partial,,,,,,
12864,16050,382888,3/9/2022 0:00,5/16/2022 0:00,1713,318.5,0.25,10459,4/12/2022,Partial,,,,,,
12864,16050,382888,3/9/2022 0:00,5/16/2022 0:00,1713,176.5,0.9,10460,4/19/2022,Partial,,,,,,
12864,16050,382888,3/9/2022 0:00,5/16/2022 0:00,1713,103.3,596.8,10666,5/4/2022,Partial,,,,,,
12864,16050,382888,3/9/2022 0:00,5/16/2022 0:00,1713,72.5,2210.3,10724,5/16/2022,Full,,,,,,
20550,33362,400000,8/2/2022 0:00,10/15/2022 0:00,1200,54,4000,14726,10/15/2022,Partial,,,,,,
23362,34491,430056,3/11/2023 0:00,5/28/2023 0:00,1056,42.6,221.2,18787,5/28/2023,Full,,,,,,
23362,34491,430056,3/11/2023 0:00,5/28/2023 0:00,1056,45,10.83,18788,5/28/2023,Full,,,,,,
23362,34491,430056,3/11/2023 0:00,5/28/2023 0:00,1056,215,13.89,18789,5/28/2023,Full,,,,,,
17218,32209,250000,9/30/2022 0:00,11/25/2022 0:00,1700,220,795,14986,11/25/2022,Full,,,,,,
18405,34696,180000,2/14/2023 0:00,6/8/2023 0:00,4999.9,32,4531,18458,6/8/2023,Full,,,,,,
14585,1,84000,1/25/2022 0:00,4/13/2022 0:00,1064,54,226.45,10118,4/6/2022,Partial,,,,,,
14585,1,84000,1/25/2022 0:00,4/13/2022 0:00,1064,47,560,10265,4/13/2022,Full,,,,,,
14585,1,84000,1/25/2022 0:00,4/13/2022 0:00,1064,47,20,10473,4/13/2022,Full,,,,,,
14585,1,84000,1/25/2022 0:00,4/13/2022 0:00,1064,47,2,10474,4/13/2022,Full,,,,,,
14585,1,84000,1/25/2022 0:00,4/13/2022 0:00,1064,47,2,10475,4/13/2022,Full,,,,,,
14585,1,84000,1/25/2022 0:00,4/13/2022 0:00,1064,47,1,10476,4/13/2022,Full,,,,,,
12867,7365,352000,9/10/2022 0:00,1/16/2023 0:00,3080,133.9,361,15577,11/15/2022,Partial,,,,,,
12867,7365,352000,9/10/2022 0:00,1/16/2023 0:00,3080,88,1082.4,15591,12/19/2022,Partial,,,,,,
12867,7365,352000,9/10/2022 0:00,1/16/2023 0:00,3080,109,727,15592,11/29/2022,Partial,,,,,,
12867,7365,352000,9/10/2022 0:00,1/16/2023 0:00,3080,74,367.3,15745,1/10/2023,Partial,,,,,,
12867,7365,352000,9/10/2022 0:00,1/16/2023 0:00,3080,66,2488.9,16129,1/16/2023,Full,,,,,,
19238,30350,50000,4/20/2022 0:00,7/19/2022 0:00,314,61,884,12347,7/19/2022,Full,,,,,,
18817,38465,80000,4/12/2023 0:00,7/7/2023 0:00,706.86,150,500,19625,7/7/2023,Full,,,,,,
19068,30609,270000,10/25/2022 0:00,1/18/2023 0:00,1850,166,280.86,15546,1/5/2023,Partial,,,,,,
19068,30609,270000,10/25/2022 0:00,1/18/2023 0:00,1850,255,20,15552,1/5/2023,Partial,,,,,,
19068,30609,270000,10/25/2022 0:00,1/18/2023 0:00,1850,167,291.72,15790,1/15/2023,Partial,,,,,,
19068,30609,270000,10/25/2022 0:00,1/18/2023 0:00,1850,185,305,15888,1/18/2023,Full,,,,,,
19063,31246,109620,3/30/2022 0:00,6/17/2022 0:00,737,57,918,11107,6/17/2022,Full,,,,,,
19063,31246,109620,3/30/2022 0:00,6/17/2022 0:00,737,57,318,11108,6/17/2022,Full,,,,,,
19063,31246,109620,3/30/2022 0:00,6/17/2022 0:00,737,57,480,11109,6/17/2022,Full,,,,,,
19063,31246,109620,3/30/2022 0:00,6/17/2022 0:00,737,57,120,11110,6/17/2022,Full,,,,,,
17728,18211,400000,8/6/2022 0:00,10/21/2022 0:00,2000,120,303,13816,10/14/2022,Partial,,,,,,
17728,18211,400000,8/6/2022 0:00,10/21/2022 0:00,2000,111,619,14188,10/22/2022,Full,,,,,,
17728,18211,400000,8/6/2022 0:00,10/21/2022 0:00,2000,111,853.7,14189,10/22/2022,Full,,,,,,
17728,18211,400000,8/6/2022 0:00,10/21/2022 0:00,2000,120,78.7,14456,10/14/2022,Partial,,,,,,
17728,18211,400000,8/6/2022 0:00,10/21/2022 0:00,2000,111,619.44,14460,10/12/2022,Partial,,,,,,
17728,18211,400000,8/6/2022 0:00,10/21/2022 0:00,2000,111,853.7,14461,10/12/2022,Partial,,,,,,
20714,31443,290400,10/16/2022 0:00,1/12/2023 0:00,2015.93,90.85,559.77,15271,12/19/2022,Partial,,,,,,
20714,31443,290400,10/16/2022 0:00,1/12/2023 0:00,2015.93,90.85,16.01,15272,12/19/2022,Partial,,,,,,
20714,31443,290400,10/16/2022 0:00,1/12/2023 0:00,2015.93,78.36,660.5,15502,1/2/2023,Partial,,,,,,
20714,31443,290400,10/16/2022 0:00,1/12/2023 0:00,2015.93,78.36,37.53,15519,1/2/2023,Partial,,,,,,
20714,31443,290400,10/16/2022 0:00,1/12/2023 0:00,2015.93,72.41,957.84,15773,1/12/2023,Full,,,,,,
20714,31443,290400,10/16/2022 0:00,1/12/2023 0:00,2015.93,72.41,117.47,15774,1/12/2023,Full,,,,,,
22535,36969,225000,2/11/2023 0:00,4/9/2023 0:00,1156,210,202,17078,4/1/2023,Partial,,,,,,
22535,36969,225000,2/11/2023 0:00,4/9/2023 0:00,1156,200,205,17169,4/6/2023,Partial,,,,,,
22535,36969,225000,2/11/2023 0:00,4/9/2023 0:00,1156,190,531,17241,4/9/2023,Full,,,,,,
20948,35754,250000,10/30/2022 0:00,1/5/2023 0:00,1400,54,2700,15672,1/5/2023,Full,,,,,,
19534,31247,144900,3/30/2022 0:00,6/18/2022 0:00,1024,58,835,11106,6/18/2022,Full,,,,,,
19534,31247,144900,3/30/2022 0:00,6/18/2022 0:00,1024,58,450,11107,6/17/2022,Full,,,,,,
19534,31247,144900,3/30/2022 0:00,6/18/2022 0:00,1024,58,450,11222,6/17/2022,,,,,,,
15435,19189,680306,11/6/2021 0:00,2/4/2022 0:00,3344,136,672.2,10197,12/23/2021,Partial,,,,,,
15435,19189,680306,11/6/2021 0:00,2/4/2022 0:00,3344,93,715.1,10198,1/1/2022,Partial,,,,,,
15435,19189,680306,11/6/2021 0:00,2/4/2022 0:00,3344,75,822,10199,1/4/2022,Partial,,,,,,
15435,19189,680306,11/6/2021 0:00,2/4/2022 0:00,3344,36,5415.1,10200,2/2/2022,Full,,,,,,
12866,1,118000,12/15/2022 0:00,3/15/2023 0:00,1064,76,211.9,16353,2/14/2023,Partial,,,,,,
12866,1,118000,12/15/2022 0:00,3/15/2023 0:00,1064,110,23.5,16357,2/14/2023,Partial,,,,,,
12866,1,118000,12/15/2022 0:00,3/15/2023 0:00,1064,65,132,16369,2/14/2023,Partial,,,,,,
12866,1,118000,12/15/2022 0:00,3/15/2023 0:00,1064,45,694.86,16761,3/15/2023,Full,,,,,,
12866,1,118000,12/15/2022 0:00,3/15/2023 0:00,1064,60,87,16762,3/15/2023,Full,,,,,,
12866,1,118000,12/15/2022 0:00,3/15/2023 0:00,1064,60,34.7,16763,3/15/2023,Full,,,,,,
12866,1,118000,12/15/2022 0:00,3/15/2023 0:00,1064,45,2.27,16797,3/11/2023,Partial,,,,,,
19315,18350,293340,11/4/2021 0:00,1/5/2022 0:00,1540,69.95,3287.01,9382,1/5/2022,Full,,,,,,
19614,38699,60000,2/17/2023 0:00,4/13/2023 0:00,120,160,75,17183,4/7/2023,Partial,,,,,,
19614,38699,60000,2/17/2023 0:00,4/13/2023 0:00,120,161,60,17339,4/13/2023,Full,,,,,,
18140,32248,80000,9/10/2022 0:00,11/23/2022 0:00,900,65,400,14714,11/23/2022,Full,,,,,,
12869,38368,240000,3/3/2023 0:00,4/16/2023 0:00,1600,185,314.74,17384,4/16/2023,Full,,,,,,
22532,21963,250000,4/8/2021 0:00,7/29/2021 0:00,1600,135,1,5465,6/11/2021,Partial,,,,,,
22532,21963,250000,4/8/2021 0:00,7/29/2021 0:00,1600,135,223.49,5466,6/11/2021,Partial,,,,,,
22532,21963,250000,4/8/2021 0:00,7/29/2021 0:00,1600,85.2,408.68,5976,6/27/2021,Partial,,,,,,
22532,21963,250000,4/8/2021 0:00,7/29/2021 0:00,1600,85.2,0.66,5977,6/27/2021,Partial,,,,,,
22532,21963,250000,4/8/2021 0:00,7/29/2021 0:00,1600,68.66,460.2,6040,7/9/2021,Partial,,,,,,
22532,21963,250000,4/8/2021 0:00,7/29/2021 0:00,1600,68.66,4.69,6041,7/9/2021,Partial,,,,,,
22532,21963,250000,4/8/2021 0:00,7/29/2021 0:00,1600,49.866,1783.4,6421,7/29/2021,Full,,,,,,
22532,21963,250000,4/8/2021 0:00,7/29/2021 0:00,1600,49.866,68.46,6422,7/29/2021,Full,,,,,,
15498,32638,164138,5/15/2022 0:00,7/22/2022 0:00,2025,110.52,52.49,12093,7/22/2022,Full,,,,,,
15498,32638,164138,5/15/2022 0:00,7/22/2022 0:00,2025,110.52,452.83,12094,7/22/2022,Full,,,,,,
15498,32638,164138,5/15/2022 0:00,7/22/2022 0:00,2025,110.52,5,12110,7/22/2022,Full,,,,,,
20763,20918,281884,7/19/2022 0:00,10/17/2022 0:00,2550,99.45,287.02,13297,9/18/2022,Partial,,,,,,
20763,20918,281884,7/19/2022 0:00,10/17/2022 0:00,2550,76.71,175.53,13488,9/29/2022,Partial,,,,,,
20763,20918,281884,7/19/2022 0:00,10/17/2022 0:00,2550,76.71,2.21,13499,9/29/2022,Partial,,,,,,
20763,20918,281884,7/19/2022 0:00,10/17/2022 0:00,2550,59.1,217.6,13646,10/10/2022,Partial,,,,,,
20763,20918,281884,7/19/2022 0:00,10/17/2022 0:00,2550,59.1,6.76,13647,10/10/2022,Partial,,,,,,
20763,20918,281884,7/19/2022 0:00,10/17/2022 0:00,2550,53.63,2885.44,13852,10/17/2022,Full,,,,,,
20763,20918,281884,7/19/2022 0:00,10/17/2022 0:00,2550,53.63,94.39,13853,10/17/2022,Full,,,,,,
15835,2,84000,1/25/2022 0:00,4/4/2022 0:00,1082,68,1105.3,10105,4/4/2022,Full,,,,,,
15835,2,84000,1/25/2022 0:00,4/4/2022 0:00,1082,68,844.5,10469,4/4/2022,Full,,,,,,
15835,2,84000,1/25/2022 0:00,4/4/2022 0:00,1082,90,63.3,10470,4/4/2022,Full,,,,,,
15835,2,84000,1/25/2022 0:00,4/4/2022 0:00,1082,75,103,10471,4/4/2022,Full,,,,,,
15835,2,84000,1/25/2022 0:00,4/4/2022 0:00,1082,110,36.5,10472,4/4/2022,Full,,,,,,
15835,2,84000,1/25/2022 0:00,4/4/2022 0:00,1082,68,844.5,10604,4/4/2022,Full,,,,,,
15835,2,84000,1/25/2022 0:00,4/4/2022 0:00,1082,90,63.3,10605,4/4/2022,Full,,,,,,
17640,32324,300000,6/6/2022 0:00,8/13/2022 0:00,1365,76,3800,12908,8/13/2022,Failed,,,,,,
18277,34723,200000,1/24/2023 0:00,5/21/2023 0:00,4999.9,27.3,4217,18136,5/21/2023,Full,,,,,,
21659,36250,600000,7/13/2022 0:00,9/6/2022 0:00,1200,260,7800,13718,9/6/2022,Failed,,,,,,
19302,19173,401944,7/4/2022 0:00,10/13/2022 0:00,2829,124,558.25,14175,8/23/2022,Partial,,,,,,
19302,19173,401944,7/4/2022 0:00,10/13/2022 0:00,2829,76.7,662.3,14176,9/3/2022,Partial,,,,,,
19302,19173,401944,7/4/2022 0:00,10/13/2022 0:00,2829,60,518.8,14177,9/13/2022,Partial,,,,,,
19302,19173,401944,7/4/2022 0:00,10/13/2022 0:00,2829,46.5,820.5,14178,9/27/2022,Partial,,,,,,
19302,19173,401944,7/4/2022 0:00,10/13/2022 0:00,2829,35,2958.5,14179,10/13/2022,Full,,,,,,
18921,12521,260000,5/24/2021 0:00,8/17/2021 0:00,2600,67.72,733.59,6350,8/4/2021,Partial,,,,,,
18921,12521,260000,5/24/2021 0:00,8/17/2021 0:00,2600,48.5,1162.19,6552,8/17/2021,Full,,,,,,
15496,32198,155000,3/6/2022 0:00,5/14/2022 0:00,1400,133,100,10996,5/8/2022,Partial,,,,,,
15496,32198,155000,3/6/2022 0:00,5/14/2022 0:00,1400,133,750,11004,5/13/2022,Partial,,,,,,
15496,32198,155000,3/6/2022 0:00,5/14/2022 0:00,1400,133,750,11496,5/14/2022,Full,,,,,,
18133,19169,69000,9/3/2021 0:00,11/9/2021 0:00,300,80,406.73,8956,11/9/2021,Full,,,,,,
21660,4,133000,1/25/2022 0:00,4/14/2022 0:00,1811,65,453.5,10120,4/6/2022,Partial,,,,,,
21660,4,133000,1/25/2022 0:00,4/14/2022 0:00,1811,65,16.84,10312,4/6/2022,Partial,,,,,,
21660,4,133000,1/25/2022 0:00,4/14/2022 0:00,1811,57,1292.85,10314,4/14/2022,Full,,,,,,
21660,4,133000,1/25/2022 0:00,4/14/2022 0:00,1811,57,50,10315,4/14/2022,Full,,,,,,
21660,4,133000,1/25/2022 0:00,4/14/2022 0:00,1811,57,20,10316,4/14/2022,Full,,,,,,
21660,4,133000,1/25/2022 0:00,4/14/2022 0:00,1811,57,103.84,10317,4/14/2022,Full,,,,,,
21660,4,133000,1/25/2022 0:00,4/14/2022 0:00,1811,55,2,10318,4/14/2022,Full,,,,,,
21660,4,133000,1/25/2022 0:00,4/14/2022 0:00,1811,57,3,10321,4/14/2022,Full,,,,,,
20668,20923,322784,7/19/2022 0:00,10/24/2022 0:00,2968,116,292.32,13290,9/18/2022,Partial,,,,,,
20668,20923,322784,7/19/2022 0:00,10/24/2022 0:00,2968,84.67,199.51,13492,9/29/2022,Partial,,,,,,
20668,20923,322784,7/19/2022 0:00,10/24/2022 0:00,2968,84.67,1.8,13503,9/29/2022,Partial,,,,,,
20668,20923,322784,7/19/2022 0:00,10/24/2022 0:00,2968,67.53,284.15,13644,10/10/2022,Partial,,,,,,
20668,20923,322784,7/19/2022 0:00,10/24/2022 0:00,2968,67.53,7.93,13645,10/10/2022,Partial,,,,,,
20668,20923,322784,7/19/2022 0:00,10/24/2022 0:00,2968,58.34,3477.12,14055,10/24/2022,Full,,,,,,
20668,20923,322784,7/19/2022 0:00,10/24/2022 0:00,2968,58.34,106.75,14056,10/24/2022,Full,,,,,,
20943,39614,75000,4/6/2023 0:00,7/5/2023 0:00,1050,80,300,19365,6/25/2023,Partial,,,,,,
20943,39614,75000,4/6/2023 0:00,7/5/2023 0:00,1050,90,250,19366,6/17/2023,Partial,,,,,,
20943,39614,75000,4/6/2023 0:00,7/5/2023 0:00,1050,80,215,19367,7/5/2023,Full,,,,,,
19066,32197,130000,5/15/2022 0:00,8/27/2022 0:00,900,115,266.44,11898,7/16/2022,Partial,,,,,,
19066,32197,130000,5/15/2022 0:00,8/27/2022 0:00,900,96,30,12070,7/23/2022,Partial,,,,,,
19066,32197,130000,5/15/2022 0:00,8/27/2022 0:00,900,93,281,12092,7/24/2022,Partial,,,,,,
19066,32197,130000,5/15/2022 0:00,8/27/2022 0:00,900,74,305.36,12211,8/2/2022,Partial,,,,,,
19066,32197,130000,5/15/2022 0:00,8/27/2022 0:00,900,64,152,12367,8/10/2022,Partial,,,,,,
19066,32197,130000,5/15/2022 0:00,8/27/2022 0:00,900,45.9,1570.18,12910,8/27/2022,Full,,,,,,
17532,31256,270900,3/30/2022 0:00,6/10/2022 0:00,1881,84,628.15,10991,6/9/2022,Full,,,,,,
17532,31256,270900,3/30/2022 0:00,6/10/2022 0:00,1881,86,300,10992,6/9/2022,Full,,,,,,
17532,31256,270900,3/30/2022 0:00,6/10/2022 0:00,1881,86,31,10993,6/9/2022,Full,,,,,,
17532,31256,270900,3/30/2022 0:00,6/10/2022 0:00,1881,86,991.2,11013,6/10/2022,Full,,,,,,
17532,31256,270900,3/30/2022 0:00,6/10/2022 0:00,1881,85,300,11183,6/9/2022,Full,,,,,,
9091,31459,187340,5/12/2022 0:00,7/22/2022 0:00,1000,214.52,268.2,12080,7/22/2022,Full,,,,,,
17306,32259,150000,4/7/2022 0:00,7/1/2022 0:00,1600,110,374.85,10926,6/6/2022,Partial,,,,,,
17306,32259,150000,4/7/2022 0:00,7/1/2022 0:00,1600,94,386.5,11041,6/13/2022,Partial,,,,,,
17306,32259,150000,4/7/2022 0:00,7/1/2022 0:00,1600,59,845,11368,7/1/2022,Full,,,,,,
20665,34690,350000,12/7/2022 0:00,3/17/2023 0:00,4999.9,18.5,6119,17259,3/17/2023,Full,,,,,,
19669,35778,180000,8/28/2022 0:00,12/3/2022 0:00,625,78,3200,15339,10/26/2022,Partial,,,,,,
19669,35778,180000,8/28/2022 0:00,12/3/2022 0:00,625,46,5600,15340,12/3/2022,Full,,,,,,
18446,34490,429336,3/3/2023 0:00,5/29/2023 0:00,1056,59.8,944.5,18782,5/28/2023,Full,,,,,,
18446,34490,429336,3/3/2023 0:00,5/29/2023 0:00,1056,70,92.39,18783,5/28/2023,Full,,,,,,
18446,34490,429336,3/3/2023 0:00,5/29/2023 0:00,1056,60,134.23,18784,5/28/2023,Full,,,,,,
18446,34490,429336,3/3/2023 0:00,5/29/2023 0:00,1056,124,606,18785,5/29/2023,Full,,,,,,
18446,34490,429336,3/3/2023 0:00,5/29/2023 0:00,1056,300,18,18786,5/29/2023,Full,,,,,,
19050,7368,300000,3/17/2023 0:00,5/30/2023 0:00,2999.95,116,307.25,19431,5/30/2023,Full,,,,,,
15758,32306,175000,4/15/2022 0:00,7/22/2022 0:00,1575,102,350.35,11066,6/14/2022,Partial,,,,,,
15758,32306,175000,4/15/2022 0:00,7/22/2022 0:00,1575,76,407,11395,7/3/2022,Partial,,,,,,
15758,32306,175000,4/15/2022 0:00,7/22/2022 0:00,1575,100,29.12,11637,7/9/2022,Partial,,,,,,
15758,32306,175000,4/15/2022 0:00,7/22/2022 0:00,1575,64,220,11638,7/9/2022,Partial,,,,,,
15758,32306,175000,4/15/2022 0:00,7/22/2022 0:00,1575,51,360,12056,7/22/2022,Full,,,,,,
15758,32306,175000,4/15/2022 0:00,7/22/2022 0:00,1575,70,25.5,12057,7/22/2022,Full,,,,,,
19803,30610,190000,10/25/2022 0:00,1/15/2023 0:00,1450,139,242.51,15557,1/5/2023,Partial,,,,,,
19803,30610,190000,10/25/2022 0:00,1/15/2023 0:00,1450,214,28.28,15558,1/5/2023,Partial,,,,,,
19803,30610,190000,10/25/2022 0:00,1/15/2023 0:00,1450,159,300,15787,1/15/2023,Full,,,,,,
19803,30610,190000,10/25/2022 0:00,1/15/2023 0:00,1450,138,170,15788,1/15/2023,Partial,,,,,,
19803,30610,190000,10/25/2022 0:00,1/15/2023 0:00,1450,212,19,15789,1/15/2023,Partial,,,,,,
19314,30344,3000,5/25/2022 0:00,7/16/2022 0:00,7,172,6.5,11892,7/15/2022,Partial,,,,,,
19314,30344,3000,5/25/2022 0:00,7/16/2022 0:00,7,170,10.6,11894,7/16/2022,Full,,,,,,
20429,30607,450000,2/26/2022 0:00,5/11/2022 0:00,1900,165,812.95,10534,5/5/2022,Partial,,,,,,
20429,30607,450000,2/26/2022 0:00,5/11/2022 0:00,1900,176,540,10631,5/11/2022,Full,,,,,,
19755,7388,302049,5/14/2023 0:00,6/30/2023 0:00,2999.95,213,897,19642,6/30/2023,Full,,,,,,
17880,34723,300000,7/26/2022 0:00,12/8/2022 0:00,4999.9,17.06,855.5,14946,12/7/2022,Full,,,,,,
17126,34730,250000,11/8/2022 0:00,3/6/2023 0:00,4999.9,33.2,5170,17263,3/6/2023,Full,,,,,,
9103,30350,100000,8/28/2022 0:00,11/4/2022 0:00,314,102,937,14585,11/4/2022,Full,,,,,,
16339,27259,302250,3/10/2022 0:00,6/24/2022 0:00,1450,78,760.5,10648,5/10/2022,Partial,,,,,,
16339,27259,302250,3/10/2022 0:00,6/24/2022 0:00,1450,62.7,797.75,10849,5/23/2022,Partial,,,,,,
16339,27259,302250,3/10/2022 0:00,6/24/2022 0:00,1450,50.6,839.05,10930,6/2/2022,Partial,,,,,,
16339,27259,302250,3/10/2022 0:00,6/24/2022 0:00,1450,37.6,527.39,11175,6/18/2022,Partial,,,,,,
16339,27259,302250,3/10/2022 0:00,6/24/2022 0:00,1450,50,1.65,11176,6/18/2022,Partial,,,,,,
16339,27259,302250,3/10/2022 0:00,6/24/2022 0:00,1450,34.5,2797.05,11596,6/24/2022,Full,,,,,,
16054,34697,250000,8/8/2022 0:00,12/27/2022 0:00,5142.32,22.8,1968,15478,12/27/2022,Full,,,,,,
17638,20107,408825,2/26/2022 0:00,4/23/2022 0:00,1920,100,2539.94,10483,4/23/2022,Failed,,,,,,
15305,7385,302049,5/14/2023 0:00,6/30/2023 0:00,2999.95,203,194,19645,6/30/2023,Full,,,,,,
15499,37346,160000,12/4/2022 0:00,4/18/2023 0:00,1600,89.87,501.19,16543,2/26/2023,Partial,,,,,,
15499,37346,160000,12/4/2022 0:00,4/18/2023 0:00,1600,135,9.69,16544,2/26/2023,Partial,,,,,,
15499,37346,160000,12/4/2022 0:00,4/18/2023 0:00,1600,67.18,563.7,16682,3/12/2023,Partial,,,,,,
15499,37346,160000,12/4/2022 0:00,4/18/2023 0:00,1600,98,23.92,16683,3/12/2023,Partial,,,,,,
15499,37346,160000,12/4/2022 0:00,4/18/2023 0:00,1600,51.93,529.28,17071,3/30/2023,Partial,,,,,,
15499,37346,160000,12/4/2022 0:00,4/18/2023 0:00,1600,88,6.88,17072,3/30/2023,Partial,,,,,,
15499,37346,160000,12/4/2022 0:00,4/18/2023 0:00,1600,41,328.5,17424,4/17/2023,Partial,,,,,,
15499,37346,160000,12/4/2022 0:00,4/18/2023 0:00,1600,41,741.5,17486,4/18/2023,Full,,,,,,
19312,16690,365400,1/14/2023 0:00,4/14/2023 0:00,1600,100.8,1034.7,17013,3/29/2023,Partial,,,,,,
19312,16690,365400,1/14/2023 0:00,4/14/2023 0:00,1600,166,40.45,17014,3/29/2023,Partial,,,,,,
19312,16690,365400,1/14/2023 0:00,4/14/2023 0:00,1600,84,1126.4,17221,4/8/2023,Partial,,,,,,
19312,16690,365400,1/14/2023 0:00,4/14/2023 0:00,1600,124,109.45,17222,4/8/2023,Partial,,,,,,
