cycle_id,size,weight,id,harvested_at,status
9106,79.09,2.64,13478,9/30/2022,Partial
9106,68,382.1,13668,10/11/2022,Partial
9106,68,5.27,13669,10/11/2022,Partial
9106,62.74,4060.63,13888,10/20/2022,Full
9106,62.74,101.02,13889,10/20/2022,Full
15983,150,210,19495,7/7/2023,Full
16802,100,1700,12718,6/28/2022,Failed
18360,102,472,16017,1/28/2023,Partial
18360,102,460,16053,1/28/2023,
18360,88,303,16210,2/4/2023,Partial
18360,75.1,524.2,16268,2/10/2023,Partial
18360,69.4,947.4,16372,2/16/2023,Partial
18360,69.4,958.6,16390,2/17/2023,Partial
18360,69.4,229.28,16422,2/18/2023,Full
18360,140.6,404.8,19026,5/29/2023,
18360,116.6,403.2,19029,6/5/2023,
18360,100,575,19031,6/12/2023,
18360,89.7,337.5,19032,6/19/2023,
18360,76.92,628.62,19034,6/23/2023,
18360,63.5,523.46,19157,7/1/2023,
18360,185,470.5,19162,10/1/2022,
18360,58,573.1,19555,7/9/2023,
18360,54,491.1,19557,7/10/2023,
18360,52,534.14,19631,7/14/2023,
18360,51,469.6,19632,7/14/2023,
18360,49,528.12,19654,7/15/2023,
18360,100,50,19655,7/15/2023,
17885,108,240,14660,11/19/2022,Partial
17885,79,240,14843,11/26/2022,Partial
17885,59,193,14903,12/7/2022,Partial
17885,41.5,1120,15252,12/20/2022,Full
18755,83,480.5,11223,6/25/2022,Full
18755,134,62.5,11224,6/25/2022,Full
18755,83,29.3,11227,6/25/2022,Full
15434,63,300,18109,9/26/2018,Full
18148,22.2,4817,16015,1/25/2023,Full
15307,134.64,257.3,17667,5/1/2023,Partial
15307,107.58,815.46,17914,5/13/2023,Full
15307,215,21.8,17916,5/13/2023,Full
16008,160,100,17056,3/31/2023,Partial
16008,110,215,17248,4/10/2023,Partial
16008,120,630,17342,4/12/2023,Full
19484,180,60,17100,3/29/2023,Partial
19484,160,340,17101,4/2/2023,Full
18604,125,205,13722,10/10/2022,Full
20615,22.1,6064,16516,2/22/2023,Full
19808,226,475.45,14343,11/5/2022,Full
